# Customers by total expenditure
| ID_15540 | £1866.03 |
| ID_17104 | £1620.92 |
| ID_1665 | £1457.28 |
| ID_17294 | £1315.14 |
| ID_15677 | £1172.06 |
| ID_17306 | £1168.28 |
| ID_6070 | £1158.19 |
| ID_1685 | £1135.29 |
| ID_21065 | £1131.50 |
| ID_1660 | £1130.07 |
| ID_15543 | £1077.93 |
| ID_15740 | £1010.34 |
| ID_17061 | £1008.33 |
| ID_1710 | £1006.81 |
| ID_12162 | £1004.73 |
| ID_17951 | £948.32 |
| ID_17560 | £943.51 |
| ID_2490 | £935.17 |
| ID_17055 | £918.31 |
| ID_17139 | £911.66 |
| ID_1702 | £893.84 |
| ID_10878 | £882.68 |
| ID_18922 | £871.45 |
| ID_15911 | £864.04 |
| ID_17228 | £854.19 |
| ID_15904 | £830.74 |
| ID_20607 | £809.49 |
| ID_16177 | £803.65 |
| ID_2186 | £793.42 |
| ID_17575 | £790.79 |
| ID_17692 | £789.48 |
| ID_15637 | £789.16 |
| ID_8750 | £779.95 |
| ID_17968 | £778.59 |
| ID_17926 | £777.55 |
| ID_18851 | £774.09 |
| ID_15525 | £765.39 |
| ID_11397 | £757.38 |
| ID_16970 | £755.54 |
| ID_17471 | £752.54 |
| ID_15619 | £747.98 |
| ID_15628 | £736.24 |
| ID_2957 | £735.81 |
| ID_17922 | £722.88 |
| ID_18592 | £719.03 |
| ID_17283 | £717.66 |
| ID_9982 | £716.22 |
| ID_2127 | £707.26 |
| ID_16783 | £707.18 |
| ID_16996 | £705.54 |
| ID_16077 | £704.67 |
| ID_18915 | £704.01 |
| ID_12949 | £695.01 |
| ID_15741 | £693.84 |
| ID_15685 | £691.84 |
| ID_4542 | £678.04 |
| ID_15636 | £677.81 |
| ID_11948 | £674.55 |
| ID_17982 | £670.48 |
| ID_19582 | £670.17 |
| ID_16986 | £667.87 |
| ID_18784 | £665.38 |
| ID_3444 | £662.83 |
| ID_12393 | £662.35 |
| ID_17038 | £661.53 |
| ID_18726 | £656.54 |
| ID_17932 | £656.35 |
| ID_16154 | £652.29 |
| ID_17217 | £651.27 |
| ID_8159 | £647.15 |
| ID_15707 | £645.22 |
| ID_5038 | £636.36 |
| ID_17364 | £635.88 |
| ID_16895 | £632.97 |
| ID_11037 | £628.81 |
| ID_18586 | £627.46 |
| ID_16905 | £624.70 |
| ID_18435 | £616.87 |
| ID_11545 | £614.41 |
| ID_18958 | £609.63 |
| ID_12213 | £609.53 |
| ID_13253 | £602.80 |
| ID_17309 | £596.82 |
| ID_15968 | £595.94 |
| ID_17712 | £593.56 |
| ID_18433 | £592.78 |
| ID_21004 | £591.03 |
| ID_15854 | £588.57 |
| ID_18887 | £587.82 |
| ID_18448 | £587.54 |
| ID_15877 | £583.20 |
| ID_6764 | £580.94 |
| ID_15892 | £578.61 |
| ID_15964 | £577.58 |
| ID_21929 | £576.98 |
| ID_1763 | £575.22 |
| ID_1666 | £574.54 |
| ID_17028 | £574.42 |
| ID_17244 | £573.47 |
| ID_17060 | £572.43 |
| ID_14847 | £570.30 |
| ID_1862 | £570.18 |
| ID_17735 | £569.89 |
| ID_3834 | £568.39 |
| ID_15000 | £568.23 |
| ID_17602 | £568.04 |
| ID_17506 | £567.68 |
| ID_1694 | £564.88 |
| ID_15792 | £564.05 |
| ID_15943 | £563.53 |
| ID_16904 | £560.77 |
| ID_16980 | £560.49 |
| ID_17171 | £559.96 |
| ID_15501 | £558.36 |
| ID_17045 | £552.37 |
| ID_17978 | £550.73 |
| ID_17983 | £550.51 |
| ID_8759 | £550.06 |
| ID_16915 | £549.56 |
| ID_17232 | £548.56 |
| ID_12888 | £546.39 |
| ID_17985 | £545.96 |
| ID_22213 | £544.99 |
| ID_1395 | £544.79 |
| ID_18812 | £544.26 |
| ID_15746 | £543.01 |
| ID_17213 | £542.18 |
| ID_8860 | £541.91 |
| ID_15763 | £539.53 |
| ID_17603 | £539.37 |
| ID_17096 | £539.03 |
| ID_232 | £538.88 |
| ID_17097 | £537.46 |
| ID_8257 | £536.62 |
| ID_16912 | £535.21 |
| ID_17868 | £534.48 |
| ID_17974 | £533.52 |
| ID_15786 | £532.66 |
| ID_17612 | £532.13 |
| ID_17751 | £530.75 |
| ID_15766 | £530.22 |
| ID_17733 | £528.40 |
| ID_21277 | £528.24 |
| ID_15641 | £526.92 |
| ID_5846 | £526.38 |
| ID_15509 | £526.32 |
| ID_16944 | £523.68 |
| ID_18677 | £522.72 |
| ID_18699 | £520.95 |
| ID_17677 | £520.24 |
| ID_13433 | £519.84 |
| ID_16659 | £519.00 |
| ID_5496 | £518.75 |
| ID_17216 | £516.45 |
| ID_13042 | £513.90 |
| ID_14548 | £512.33 |
| ID_17130 | £511.51 |
| ID_17530 | £510.70 |
| ID_17307 | £509.70 |
| ID_13211 | £507.87 |
| ID_5889 | £506.97 |
| ID_15882 | £502.60 |
| ID_15778 | £502.52 |
| ID_17126 | £501.11 |
| ID_13311 | £500.21 |
| ID_9983 | £498.69 |
| ID_17166 | £497.52 |
| ID_21646 | £496.60 |
| ID_11042 | £496.54 |
| ID_13151 | £496.05 |
| ID_17152 | £491.87 |
| ID_13418 | £490.42 |
| ID_13527 | £488.75 |
| ID_8228 | £487.26 |
| ID_13404 | £485.39 |
| ID_3055 | £485.26 |
| ID_13413 | £484.70 |
| ID_2507 | £483.94 |
| ID_10633 | £482.80 |
| ID_17925 | £482.75 |
| ID_8154 | £481.86 |
| ID_17417 | £476.68 |
| ID_16898 | £475.59 |
| ID_10339 | £475.48 |
| ID_15850 | £475.37 |
| ID_17741 | £474.94 |
| ID_9049 | £473.90 |
| ID_17581 | £473.59 |
| ID_17658 | £471.63 |
| ID_10079 | £471.37 |
| ID_339 | £471.14 |
| ID_245 | £469.95 |
| ID_17890 | £469.68 |
| ID_17729 | £469.24 |
| ID_7957 | £469.11 |
| ID_7542 | £468.05 |
| ID_3803 | £467.57 |
| ID_20615 | £467.56 |
| ID_17295 | £465.90 |
| ID_10918 | £464.92 |
| ID_15764 | £464.15 |
| ID_13909 | £462.20 |
| ID_17862 | £461.86 |
| ID_16572 | £461.67 |
| ID_14825 | £460.51 |
| ID_18703 | £459.59 |
| ID_16977 | £459.41 |
| ID_16101 | £458.86 |
| ID_983 | £456.54 |
| ID_19742 | £456.15 |
| ID_17401 | £456.02 |
| ID_12943 | £455.59 |
| ID_15712 | £455.00 |
| ID_17887 | £454.07 |
| ID_14469 | £453.48 |
| ID_266 | £453.30 |
| ID_17918 | £452.54 |
| ID_17066 | £452.05 |
| ID_8101 | £451.57 |
| ID_16123 | £451.03 |
| ID_16042 | £450.04 |
| ID_8743 | £450.01 |
| ID_3372 | £449.83 |
| ID_10264 | £449.47 |
| ID_17704 | £449.25 |
| ID_10724 | £449.22 |
| ID_15962 | £448.72 |
| ID_18845 | £448.35 |
| ID_17904 | £448.24 |
| ID_17292 | £447.54 |
| ID_16779 | £446.97 |
| ID_17680 | £446.82 |
| ID_8147 | £446.53 |
| ID_9457 | £446.45 |
| ID_13050 | £445.62 |
| ID_18712 | £443.71 |
| ID_14818 | £443.69 |
| ID_18995 | £443.60 |
| ID_11291 | £443.11 |
| ID_11071 | £442.74 |
| ID_13409 | £442.46 |
| ID_17237 | £442.36 |
| ID_19404 | £441.82 |
| ID_15545 | £441.24 |
| ID_334 | £441.18 |
| ID_528 | £440.82 |
| ID_14939 | £440.67 |
| ID_18379 | £440.66 |
| ID_19325 | £440.53 |
| ID_19001 | £439.26 |
| ID_16678 | £439.14 |
| ID_17121 | £438.23 |
| ID_17518 | £437.67 |
| ID_740 | £437.34 |
| ID_15975 | £436.83 |
| ID_15951 | £436.80 |
| ID_17732 | £435.99 |
| ID_13160 | £435.84 |
| ID_10230 | £435.22 |
| ID_4230 | £434.53 |
| ID_6192 | £433.88 |
| ID_17946 | £433.49 |
| ID_17477 | £433.40 |
| ID_551 | £432.85 |
| ID_15640 | £432.36 |
| ID_13777 | £431.06 |
| ID_2605 | £431.02 |
