# Customers by total expenditure
| ID_4122 | £237.53 |
| ID_2237 | £141.15 |
| ID_6670 | £104.14 |
| ID_8858 | £93.52 |
| ID_3206 | £73.30 |
| ID_5475 | £71.03 |
| ID_4815 | £70.19 |
| ID_274 | £61.02 |
| ID_178 | £58.99 |
| ID_477 | £56.94 |
| ID_1585 | £52.30 |
| ID_1655 | £52.10 |
| ID_3530 | £48.32 |
| ID_8537 | £48.03 |
| ID_6192 | £46.60 |
| ID_4022 | £44.97 |
| ID_5752 | £42.23 |
| ID_1863 | £38.34 |
| ID_5241 | £38.23 |
| ID_3344 | £36.45 |
| ID_5541 | £36.14 |
| ID_1253 | £35.93 |
| ID_1659 | £35.41 |
| ID_9251 | £35.13 |
| ID_6723 | £35.05 |
| ID_7002 | £33.40 |
| ID_8553 | £31.75 |
| ID_2826 | £31.73 |
| ID_1098 | £31.27 |
| ID_9157 | £30.87 |
| ID_8635 | £30.75 |
| ID_824 | £30.00 |
| ID_6854 | £29.16 |
| ID_6701 | £28.93 |
| ID_1685 | £28.68 |
| ID_3992 | £26.19 |
| ID_2811 | £25.79 |
| ID_8356 | £25.69 |
| ID_7443 | £25.62 |
| ID_5984 | £25.02 |
| ID_8035 | £24.93 |
| ID_3006 | £24.63 |
| ID_3011 | £24.47 |
| ID_4736 | £23.73 |
| ID_5058 | £23.61 |
| ID_3785 | £23.15 |
| ID_3543 | £22.94 |
| ID_5780 | £22.25 |
| ID_4414 | £22.09 |
| ID_3874 | £21.66 |
| ID_7880 | £21.29 |
| ID_981 | £21.25 |
| ID_2422 | £20.95 |
| ID_4817 | £20.75 |
| ID_5599 | £20.72 |
| ID_592 | £20.65 |
| ID_692 | £20.24 |
| ID_6918 | £20.03 |
| ID_6294 | £19.87 |
| ID_6891 | £19.63 |
| ID_6112 | £19.49 |
| ID_6994 | £19.00 |
| ID_7077 | £18.95 |
| ID_1908 | £18.75 |
| ID_3180 | £18.42 |
| ID_8470 | £18.32 |
| ID_3645 | £18.32 |
| ID_4783 | £17.80 |
| ID_6848 | £17.77 |
| ID_7408 | £17.50 |
| ID_473 | £16.87 |
| ID_131 | £16.80 |
| ID_6504 | £16.58 |
| ID_9011 | £16.12 |
| ID_3588 | £15.75 |
| ID_3883 | £15.20 |
| ID_427 | £15.19 |
